no,no_bam,situs,poktan,desa
176,176/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75871/empty,Podorukun,Benteng Jaya
177,177/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75872/empty,Benteng Jaya,Benteng Jaya
178,178/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75873/empty,Karya Tani,Benteng Jaya
179,179/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75874/empty,Lestari,Benteng Jaya
180,180/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75875/empty,Makmur,Tanah Timbul
181,181/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75876/empty,Sidojadi,Tanah Timbul
182,182/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75877/empty,Tunas Baru,Tanah Timbul
183,183/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75878/empty,Tani Maju,Tanah Timbul
184,184/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75879/empty,Tani Timbul,Tanah Timbul
185,185/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75880/empty,Timbul Jaya,Tanah Timbul
186,186/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75881/empty,Teratak,Perkebunan Sei Bejangkar
187,187/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75882/empty,Salam 1,Perkebunan Sei Bejangkar
188,188/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75883/empty,Sopoyono,Sidomulio
189,189/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75884/empty,Subur Mandiri,Sidomulio
190,190/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75885/empty,Sukarame,Sidomulio
191,191/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75886/empty,Sekar Melati,Perjuangan
192,192/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75887/empty,Perjuangan Tani,Perjuangan
193,193/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75888/empty,Jaya Mandiri,Perjuangan
